,full_text,assoc_shooter,weeks_after
36506,this iowa our deadly gun crisis americans own 11x more guns than all the cops on earth we all will b grieving fr     some point  ,0,2
36507,twitter is pacific blue daffodils gonna mediumvioletred moons should be ugly and on and on   ,0,1
36508,u think  kill lots of people  wat  is doin with the  is goin to kill more people than ,0,1
36510,veteran who killed family was cleared for gun licence  despite suicide concerns    ,0,2
36511,virginia citizen defense league comparing  that allowed  2 get gun 2 being offered larger desk ,0,2
36513,watch live stream of press conference to release new  report on  here   ,0,3
36514,we are light years behind to be called human beings      ,0,1
36515,what if we start calling        and refer to america s  epidemic as     congress will act asap ,0,1
36516,when will this country get it  why are shootings still a normal thing in this country    ,0,1
36517,with gun deaths at highest level in years  south carolina looks for ways to stem violence      ,0,4
36518,even at last by sending your only son  whom we put on a cross  himself a victim of our violence and fear   3 3   ,0,2
36519,excited teach a summer seminar on the        and       ,0,3
36520,new report   10 18 17 oklahoma delaware 1 1   via  ,0,4
36521,new report   10 5 17 alabama montgomery 1 0   via     ,0,1
36523,new report   robert stinehart   via     ,0,1
36524,report     via  ,0,4
36526, ther is no such thing as   it is   people kill people with many other means   ,0,4
36531, is an epidemic nationwide  we must do everything possible to reform    person should die b c of guns   ,0,1
36532, is huge in areas where law abiding citizens are not allowed to have guns  how s chicago and new york doing   ,0,1
36533, must stop    ,0,1
36535, are safer with armed citizens period       ,0,2
36537,  update         ,0,2
36540,  prof discusses her work investigating gap in  research   impacts of nonfatal gun use  ,0,3
36541,   wow  correlation  btw frequency and the laxity  strictness of state s gun safety laws  ,0,3
36543,19  killed or injured by  every day in      ,0,3
36544,19 hours in new orleans  gunfire kills 1  wounds 7        ,0,2
36546,  we should send   obama s cdc report on  so that she may have a good cry over how wrong she is  ,0,1
36547,  congress on                           thread   ,0,1
36548, on the west side  maps show  ods  shootings go hand in hand       ,0,1
36549,   if banning guns is such a bad idea  why are guns illegal in washington d c    ,0,2
36551,   and us  has dropped 50  since 93 with more guns in circulation and more ppl legally carrying    ,0,1
36552, let babies live so they can die by your guns   ,0,1
36553, so what s happening with    refugees kill more than the americans themselves  really ,0,4
36554,  gun fact wrong in va    fri night check him    high capacity mag was used in the assault  true ,0,3
36555,  you should recall knives and cars while you re at it  also swimming pools  lakes    high places  ,0,2
36557, i wonder if children feel safe at schools   ,0,2
36558, thanks for sharing our collective community pain around  through the life of   ,0,4
36559,a  professor spoke recently to oasis students about     ,0,1
36560,after the carnage in las vegas  america faces a choice   eric swalwell      ,0,1
36562,america does it need another moment of silence but a few moments of common sense     ,0,1
36563,as a legal gun carrying citizen of the us it disturbs me that people with histories of violence can be vetted for firearms  ,0,2
36564,as long as we can treat the misleading  lie ridden agenda of anti gun liberals the same way     ,0,1
36567,check out this anti  event next thursday  november 2  at 7 pm at temple beth elohim in wellesley  ma      ,0,4
36568,elevated the convo on            w val     ,0,1
36569,everybody needs to listen to today s post of  the daily  podcast      ,0,1
36570,fact  there have been 27 820 total incidents of u s   so far in 2017   an average of 168 per day    ,0,2
36571,fcnl s statement on the  in     ,0,1
36573,governor terry mcauliffe calls for gun control at scene of baseball      ,0,2
36575,happy to rep  at 2nd annual evening of remembrance   reflection to end   ,0,4
36576,hey  thanks for the follow we ll demand    address  via  ,0,2
36578,how nutty can we be  we ignore ongoing  harms like  and    just open your eyes      ,0,1
36579,i am proud to have a  to protect our families against  thank you  ,0,2
36580,i wonder how tonight s  episode plays out if oliver was his ultra  comic version   ,0,2
36581,i m praying for individuals affected by the horrendous act in   but i am taking a stand for  and against ,0,1
36582,i ve lost followers bc nra rants but that s ok  i m sorry     are difficult topics  bet vegas victims wouldn t mind,0,1
36583,if not now    when  will it take one of their kids  god forbid  getting killed by  to take action   ,0,1
36584,in   you can bring guns and guitars together but not guns and politics  the store s motto  stay safe and sound    ,0,1
36585,in light of today s horrific shooting  please consider donating today       is never the answer   ,0,2
36587,in the interview  he discusses important matters like  in    in the film industry    etc   yet this is the title   ,0,2
36589,is this a  get      i m sure ur brand new advertisers will love being associated w this       ,0,2
36593,listening to  talk about     i can t help but think he and his kind r idiots,0,2
36594,measures to must be put in place to end  instead of the  loosening restructions and passing bills on silencers,0,1
36596,multiple people injured after shooting at north columbus night club      ,0,2
36597,now is the time to discuss   if our representatives can t bring themselves to discuss the issue they should resign  today   ,0,1
36598,please find a way to stop the shootings     ,0,1
36599,prayers go to             ,0,2
36600,rt   bloomberg to match donations to  prevention group    ,0,2
36601,refugees enrich communities   destroys communities   husbands deadlier than terrorists  ,0,2
36602,right now  joins  in studio to discuss  in the u s  on  ch 167,0,1
36603,sending thoughts to virginia  after a shooting left several people  including a congressman and two police officers  injured  ,0,2
36604,sick of  complaining about politicizing gun laws via  tragedy  the gunman politicized it 4 us    ,0,1
36607,stripping tradition from our youth    mlk parade helped us unite and understand our diverse culture     ,0,2
36609,tues  day 2 of   the bipartisan coalition working on prosecutorial   policy solutions to the crisis of    ,0,2
36610,tasers were used 522 times against people under the age of 18 in 2015  compared to 349 times in 2010  ,0,3
36611,the  has hijacked our country s safety    no silencers     ,0,1
36613,there is a spirit of violence in our nation today         ,0,2
36614,there is only one reason this isn t the way we treat  already and that reason is    ,0,2
36615,there s  support for a few proposals to curb       ,0,1
